VAR1,SNP_Names,Position__cM_,Mean_LOD,Mean_P_Value,Variance_LOD,Variance_P_Value,Joint_LOD,Joint_P_Value,A_Mean_Est,A_Mean_Lower_Bound,A_Mean_Upper_Bound,A_Standard_Deviation_Est,A_Standard_Deviation_Lower_Boun,A_Standard_Deviation_Upper_Boun,B_Mean_Est,B_Mean_Lower_Bound,B_Mean_Upper_Bound,B_Standard_Deviation_Est,B_Standard_Deviation_Lower_Boun,B_Standard_Deviation_Upper_Boun,Joint_P_Value_S3,Joint_P_Value_T3,,jQTL_ID,Joint_P_Value_S5,Joint_P_Value_T5,Joint_P_Value_S7,Joint_P_Value_T7,Joint_P_Value_S9,Joint_P_Value_T9
77,gpm667,162.62,1.228472601,0.54105394,2.980401731,0.225327391,3.438503442,0.487290424,61.58241758,61.01888205,62.14595311,10.98778594,10.02180197,12.04687943,61.35845214,60.80715187,61.90975241,10.24703918,9.299403504,11.29124162,0.403799103,0.301662704,FALSE,,0.36398837,0.431199908,0.326955095,0.53670877,0.315260092,0.622646398
78,gpm774d,162.74,1.394553172,0.497939554,3.132083068,0.208870354,3.614839445,0.46063288,61.93333333,61.38060439,62.48606227,9.831063565,8.944336841,10.80569891,61.5770751,61.03814073,62.11600946,9.119136163,8.248641422,10.08149586,0.402423535,0.301662704,FALSE,,0.330117398,0.431199908,0.329701024,0.53670877,0.326416422,0.622646398
79,umc2226,164.13,3.927194734,0.140352612,0.604842242,0.73902678,4.18508353,0.381536623,60.63957597,60.09866335,61.18048859,10.52954553,9.611775068,11.53494837,60.81262729,60.24892593,61.37632865,10.2441574,9.288653587,11.29795183,0.398036522,0.301662704,FALSE,,0.330117398,0.431199908,0.329701024,0.53670877,0.326416422,0.622646398
80,mmp135,164.33,4.090820927,0.129327095,4.760588697,0.092523339,5.973214763,0.201157561,60.98797251,60.45387987,61.52206515,6.553378643,5.855051281,7.334994961,61.39245283,60.82567764,61.95922802,6.614398795,5.877754102,7.443365385,0.398269182,0.301662704,FALSE,,0.333472195,0.431199908,0.329701024,0.53670877,0.326416422,0.622646398
81,bnlg1127,165.83,3.988676713,0.136103677,5.606124876,0.06062412,6.815141854,0.145985614,60.56386861,60.02132464,61.10641259,7.464454898,6.700394989,8.315642139,60.98282443,60.38805922,61.57758964,7.886430636,7.061888003,8.807246469,0.33584783,0.301662704,FALSE,,0.333472195,0.431199908,0.329701024,0.53670877,0.326416422,0.622646398
82,bnlg1953,168.33,4.089801455,0.129393035,4.633959554,0.098570842,5.781117487,0.216101741,61.32162662,60.76948335,61.87376989,5.335862373,4.680507148,6.082979123,61.00172712,60.44973758,61.55371665,5.455035523,4.806015162,6.191701765,0.308369711,0.301662704,FALSE,,0.369981085,0.431199908,0.329701024,0.53670877,0.315260092,0.622646398
83,gpm768,168.34,4.060877492,0.131277911,4.606613253,0.099927873,5.736610864,0.219700748,62.22134387,61.66055326,62.78213449,9.706633606,8.790630633,10.7180861,62.16498994,61.58017589,62.74980399,9.998003908,9.046418404,11.04968593,0.296821765,0.301662704,FALSE,,0.333472195,0.431199908,0.329701024,0.53670877,0.318432889,0.622646398
84,gpm291,168.35,4.025591247,0.133614616,4.596172435,0.100450901,5.692682513,0.223304519,61.75203252,61.17595966,62.32810538,10.56512019,9.584572858,11.64598217,61.43862816,60.89691754,61.98033878,10.54402363,9.619266715,11.55768289,0.308369711,0.301662704,FALSE,,0.313998122,0.431199908,0.329701024,0.53670877,0.318432889,0.622646398
85,IDP4048,177.32,2.564319446,0.277437465,3.771803217,0.151692231,5.639633927,0.227725469,59.87915937,59.34060927,60.41770947,10.11452788,9.222032403,11.09339783,61.87304348,61.31729962,62.42878734,10.43963158,9.521513513,11.44627977,0.308369711,0.301662704,FALSE,,0.302054655,0.431199908,0.318477125,0.53670877,0.318432889,0.622646398
86,IDP2552,178.95,3.179368348,0.203990027,4.291667204,0.11697049,6.005912434,0.198707164,59.76254826,59.18614106,60.33895546,11.60358907,10.58111797,12.72486327,61.80095541,61.27889621,62.32301462,11.57322028,10.64316309,12.5845509,0.308369711,0.301662704,FALSE,,0.302054655,0.431199908,0.307241875,0.53670877,0.318432889,0.622646398
87,npi403b,182.13,2.91514873,0.232800279,2.61816169,0.270068177,4.588402158,0.332193581,59.65570175,59.0490469,60.26235661,10.3618128,9.351761958,11.48095568,62.05179283,61.44948886,62.6540968,10.75570409,9.754080914,11.86018156,0.308369711,0.301662704,FALSE,,0.303013326,0.431199908,0.298942898,0.53670877,0.311803172,0.622646398
88,IDP645,193.89,4.158926206,0.124997305,4.578707634,0.10133192,5.78117611,0.216097035,60.68069666,60.18410396,61.17728936,6.920013301,6.254600827,7.656217465,61.00921659,60.37627458,61.6421586,6.980303257,6.14542315,7.928605137,0.308369711,0.301662704,FALSE,,0.303013326,0.431199908,0.298942898,0.53670877,0.303863694,0.622646398
89,umc76a,196.73,5.276617889,0.071482048,5.251755424,0.072376204,7.377731036,0.117223272,60.16258993,59.65845208,60.66672777,11.92737956,11.0197365,12.90978084,61.71291866,61.09066466,62.33517266,11.4379189,10.32817774,12.66689945,0.309890003,0.301662704,FALSE,,0.303013326,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
90,ufg78,198.03,4.619741095,0.099274102,4.637737661,0.098384813,6.377320335,0.172686192,60.30584708,59.79089307,60.82080109,12.80726613,11.83964603,13.85396703,61.52272727,60.94439612,62.10105843,12.26021815,11.18012267,13.44466008,0.309890003,0.301662704,FALSE,,0.303013326,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
91,cdo1387b,199.83,4.077653321,0.130181368,4.480255703,0.106444894,5.672655195,0.22496464,60.76934985,60.24788623,61.29081347,9.230619675,8.423799259,10.11471629,60.92094017,60.32706622,61.51481413,8.986627777,8.07099713,10.006134,0.296821765,0.301662704,FALSE,,0.303013326,0.431199908,0.298942898,0.53670877,0.299340197,0.395726913
92,gpm518,201.34,3.999346316,0.135379524,4.484118379,0.106239512,5.591799608,0.231777292,61.34285714,60.80284616,61.88286813,10.74531036,9.830395628,11.74537618,62.10280374,61.50445529,62.70115219,10.14742976,9.136665157,11.27001252,0.296821765,0.301662704,FALSE,,0.303013326,0.431199908,0.298942898,0.53670877,0.299340197,0.114921628
93,gpm748b,202.7,4.00912756,0.13471905,4.48656751,0.106109494,5.603287772,0.230798484,62.22913257,61.71689513,62.74137001,10.56049945,9.679551341,11.52162375,61.63013699,60.98543026,62.27484372,10.29326744,9.196212677,11.52119447,0.296821765,0.301662704,FALSE,,0.301130587,0.431199908,0.298942898,0.311064116,0.299340197,0.114921628
94,lim122,203.33,4.02864614,0.133410683,4.502536217,0.105265652,5.631948804,0.228372239,60.71875,60.23780268,61.19969732,10.57437992,9.758802562,11.45811793,60.78181818,60.16940974,61.39422663,10.4240822,9.39624013,11.56435853,0.296821765,0.301662704,FALSE,,0.301130587,0.431199908,0.298942898,0.075422175,0.299340197,0.020727841
95,IDP2362,203.7,4.035819462,0.132933041,4.661303309,0.097232365,5.725874059,0.220576822,60.78757225,60.28423486,61.29090965,7.521571765,6.8241709,8.290243994,61.01982379,60.41066527,61.62898231,7.405370881,6.567110897,8.350630703,0.296821765,0.301662704,FALSE,,0.298514636,0.223996972,0.298942898,0.075422175,0.299340197,0.004488389
96,IDP2385,203.71,4.035716627,0.132939876,4.664797887,0.09706262,5.727818774,0.220417915,60.78757225,60.28423486,61.29090965,7.521571765,6.8241709,8.290243994,61.01982379,60.41066527,61.62898231,7.405370881,6.567110897,8.350630703,0.296720159,0.301662704,FALSE,,0.298514636,0.042672879,0.298942898,0.010883142,0.299340197,0.000232186
97,umc1073,206.84,4.616352416,0.099442449,5.25164658,0.072380143,7.009421966,0.135391155,60.32318841,59.81867305,60.82770376,13.28251454,12.30988975,14.33198804,61.61835749,61.04587097,62.190844,11.6728827,10.58136175,12.87699956,0.296691281,0.131043286,FALSE,,0.298514636,0.042672879,0.298942898,0.001944189,0.285496495,8.80E-06
98,IDP1410,209.61,5.23478917,0.072992792,5.844210678,0.053820258,8.022383734,0.090761682,60.1409396,59.64650775,60.63537145,12.40857051,11.50400969,13.38425699,62.25187032,61.63609719,62.86764346,11.37055856,10.25594118,12.60631275,0.290375653,0.017400673,TRUE,q2,0.298514636,0.004521139,0.298942898,6.91207E-05,0.227094115,2.59E-07
99,npi439a,215.14,6.408478426,0.04058977,7.133410998,0.028248766,10.65953981,0.030668905,59.86734694,59.34974508,60.3849488,11.08720192,10.20704678,12.04325296,63.0951087,62.49308043,63.69713696,9.562067158,8.54095728,10.70525532,0.290375653,0.017400673,TRUE,q2,0.298514636,0.00060419,0.280032448,1.92E-06,0.198464139,6.07E-09
100,umc230,216.74,6.34772738,0.041841622,7.287166236,0.026158447,10.78217171,0.029124321,59.9553696,59.44199817,60.46874102,9.46865644,8.67927822,10.32982841,62.05673759,61.46656337,62.64691181,8.509794202,7.598007562,9.530998327,0.290375653,0.001187148,TRUE,q2,0.298514636,1.37886E-05,0.223191316,4.24E-08,0.198464139,4.34E-10
101,umc11a,217.14,8.61430082,0.013471884,7.514678713,0.023345773,12.39945754,0.014615314,59.81790592,59.28767297,60.34813887,13.22131779,12.21997565,14.30471296,62.68948655,62.11065656,63.26831655,11.38897284,10.30545642,12.58641026,0.290375653,0.000114631,TRUE,q2,0.266400727,2.75E-07,0.193548619,7.25E-10,0.198464139,3.14E-11
102,bnlg1484,217.34,1.883536499,0.389937718,3.401771861,0.182521751,5.169707743,0.270323427,60.24519941,59.71691739,60.77348143,13.80640726,12.78693246,14.90716262,62.47368421,61.88416534,63.06320308,11.53853415,10.41559535,12.7825406,0.290375653,2.11E-06,TRUE,q2,0.216756972,5.03E-09,0.193548619,4.30E-11,0.198464139,1.84E-12
103,IDP3976,218.09,8.040859267,0.017945253,9.098551991,0.010574858,14.13545222,0.006875063,59.50549451,58.98960656,60.02138245,14.08339463,13.08182908,15.16164162,63.27272727,62.72200254,63.82345201,11.38069284,10.32492171,12.54442146,0.235314617,3.35E-07,TRUE,q2,0.185608163,5.74E-11,0.193548619,2.68E-12,0.198464139,1.84E-12
104,gpm796a,220.99,6.144362071,0.046320019,6.868653562,0.032247112,12.09722046,0.016642764,59.94117647,59.36085192,60.52150102,9.535617917,8.610480728,10.56015476,63.47222222,62.88163433,64.06281012,8.429657705,7.480722448,9.498966111,0.208311895,3.69E-08,TRUE,q2,0.185608163,2.51E-12,0.193548619,1.33E-13,0.198464139,1.84E-12
105,IDP329,221.79,12.40459866,0.00202477,9.414803114,0.009028206,18.34134251,0.001058224,59.05511811,58.55633988,59.55389634,10.665975,9.843569665,11.55709022,64.49462366,63.92479308,65.06445424,8.702252777,7.758123097,9.761278914,0.174487013,7.20E-09,TRUE,q2,0.185608163,1.35E-12,0.193548619,1.33E-13,0.198464139,2.13E-13
106,mmp66,222.74,12.90106773,0.001579679,8.380877162,0.015139644,17.79600922,0.001352675,59.81045752,59.33181175,60.28910329,12.56744785,11.67369584,13.52962657,63.48969072,62.89394712,64.08543433,11.16644829,10.06764176,12.38518121,0.174487013,3.56E-10,TRUE,q2,0.185608163,6.42E-13,0.193548619,1.33E-13,0.198464139,2.13E-13
107,AY109929,223.74,13.01789041,0.001490051,8.385648692,0.015103567,17.95168078,0.001261222,58.85926928,58.3583007,59.36023787,12.07769145,11.18158963,13.04560761,64.1946472,63.6301071,64.7591873,10.23093364,9.226158608,11.34513372,0.174487013,5.39E-10,TRUE,q2,0.185608163,1.29E-11,0.193548619,1.44E-13,0.198464139,2.83E-14
108,IDP1483,224.74,13.01871218,0.001489439,8.382939525,0.01512404,17.95130011,0.001261438,59,58.49178604,59.50821396,1.84540135,1.345779728,2.530507833,63.9122807,63.36074656,64.46381485,1.751440335,1.141023597,2.688413503,0.174487013,3.61E-10,TRUE,q2,0.185608163,1.29E-11,0.193548619,1.40E-12,0.198464139,3.91E-15
109,gpm857,225.64,10.0715994,0.006500997,4.73885624,0.093534201,13.04616621,0.011052407,60.41737892,59.92351107,60.91124677,11.25029289,10.38360785,12.18931724,65.3277027,64.65610684,65.99929857,10.0067435,8.844566967,11.32163008,0.208311895,3.75E-08,TRUE,q2,0.185608163,3.91E-11,0.193548619,3.01E-12,0.198464139,5.07E-15
110,gpm559,225.98,9.758509526,0.007602678,4.383784022,0.111705201,12.58578475,0.013487497,59.91371341,59.39090099,60.43652583,8.885307192,8.096082953,9.751466772,64.85344828,64.24872599,65.45817057,7.723277304,6.801953118,8.769394802,0.235314617,2.74E-06,TRUE,q2,0.185608163,6.97E-10,0.193548619,4.39E-13,0.198464139,5.31E-14
111,AY110052,227.94,11.15554364,0.003780981,5.006626298,0.081813489,13.32743207,0.009781924,59.1884253,58.709319,59.66753161,10.6376049,9.822586426,11.52024866,62.83418367,62.20130081,63.46706653,10.24028313,9.175971254,11.4280435,0.290375653,1.83734E-05,TRUE,q2,0.216756972,7.33E-09,0.193548619,1.44E-12,0.198464139,8.05E-13
112,gpm838a,228.09,6.901544501,0.03172113,4.665318269,0.097037368,8.772235502,0.067051594,61.24456522,60.78206874,61.7070617,10.05152755,9.271536676,10.89713708,62.62461539,61.89441568,63.35481509,10.50142799,9.299448865,11.85876618,0.290375653,0.000849216,TRUE,q2,0.266400727,5.79E-08,0.193548619,2.01E-11,0.198464139,8.05E-13
113,IDP3914,238.65,4.351395716,0.113528899,6.349357323,0.041807536,7.540453362,0.109938644,60.6789424,60.27169136,61.08619344,11.39327807,10.67354214,12.16154708,63.32183908,62.10243857,64.54123959,9.865256821,7.856562338,12.38751606,0.290375653,0.001894525,TRUE,q2,0.298514636,5.61E-07,0.223191316,1.57E-09,0.198464139,1.81E-11
114,AY110028,244.64,9.681406364,0.007901496,5.177955837,0.075096756,10.36916506,0.034647732,60.0652921,59.61747033,60.51311387,9.856281347,9.131533497,10.63855069,62.04219409,61.21552631,62.86886188,9.522010812,8.223716713,11.02526912,0.290375653,0.003817048,TRUE,q2,0.298514636,2.88761E-05,0.280032448,8.21E-08,0.198464139,2.18E-10
115,IDP112,251.06,4.084855821,0.129713396,3.933529399,0.139908772,6.910908548,0.140671872,59.58482759,59.09585153,60.07380365,10.71358048,9.882894051,11.61408856,63.06356968,62.42622837,63.700911,10.50621785,9.435834164,11.69802389,0.292281897,0.008722053,TRUE,q2,0.298514636,0.000334989,0.298942898,3.72E-06,0.227094115,1.19E-08
116,IDP142,252.7,7.387586014,0.024877463,4.984058772,0.082741881,9.670450193,0.046360278,59.59018568,59.10773367,60.07263768,13.09572418,12.17212378,14.08940583,63.31842105,62.66873561,63.9681065,12.52175736,11.29595777,13.88057663,0.292281897,0.008722053,TRUE,q2,0.298514636,0.00298999,0.298942898,0.000133738,0.285496495,4.90E-07
117,npi242b,253.54,7.877293317,0.019474553,4.613753133,0.099571772,9.592945996,0.047872054,59.82081686,59.34479236,60.29684137,10.86998834,10.05154512,11.75507299,62.87394958,62.19626233,63.55163683,10.63154763,9.48476587,11.9169842,0.292281897,0.008722053,TRUE,q2,0.298514636,0.023770266,0.298942898,0.001168371,0.299340197,1.61559E-05
118,IDP81,254.78,7.878826339,0.019459631,4.609699161,0.099773807,9.594692238,0.047837479,59.22159888,58.74195341,59.70124435,11.39341011,10.53349269,12.32352818,63.57957245,62.92991891,64.22922599,11.83643245,10.6873025,13.10912021,0.296691281,0.043921553,TRUE,q2,0.298514636,0.023770266,0.298942898,0.007633329,0.299340197,0.000417664
119,asg26,256.24,5.79961234,0.055033886,4.475432019,0.106701933,7.396727569,0.11635034,60.0625,59.59209712,60.53290288,10.39332057,9.602631941,11.24911516,62.2578125,61.59682943,62.91879557,10.33249995,9.238624605,11.55589277,0.296691281,0.043921553,TRUE,q2,0.298514636,0.023770266,0.298942898,0.045586601,0.299340197,0.002847923
120,IDP1632,256.7,5.800188021,0.055018048,4.476487692,0.106645626,7.397979088,0.116293042,59.71177267,59.22508795,60.19845738,1.849305213,1.357817498,2.518696199,63,62.37060172,63.62939828,1.831295121,1.207729323,2.776815762,0.296691281,0.17090491,FALSE,,0.298514636,0.090262312,0.298942898,0.045586601,0.299340197,0.015057894
121,lim51,257.04,6.102985357,0.047288286,4.607770199,0.099870084,7.829785403,0.098016173,59.96728307,59.46559562,60.46897052,9.630701704,8.835674681,10.49726463,62.22268041,61.65551877,62.78984205,9.114395575,8.216339698,10.11061005,0.296691281,0.301662704,FALSE,,0.298514636,0.090262312,0.298942898,0.045586601,0.299340197,0.073763612
122,bnlg439,257.44,6.102962431,0.047288828,4.607804315,0.09986838,7.829774778,0.098016588,59.99739244,59.52031877,60.47446611,6.752522413,6.12484599,7.444523341,62.88515406,62.23945532,63.53085281,6.365623907,5.51741131,7.344235449,0.296691281,0.301662704,FALSE,,0.298514636,0.280302879,0.298942898,0.143423134,0.299340197,0.073763612
123,bnlg1203,257.64,6.103121084,0.047285076,4.607991572,0.09985903,7.830011135,0.098007362,60.04498715,59.57338656,60.51658774,9.612585949,8.859227531,10.43000739,61.1529745,60.51346359,61.79248542,8.877425766,7.864428566,10.02090458,0.296691281,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.143423134,0.299340197,0.073763612
124,IDP349,257.65,6.103126392,0.047284951,4.608004951,0.099858362,7.830025948,0.098006784,59.70247934,59.21265395,60.19230472,11.53173319,10.66327139,12.47092618,62.8627451,62.22491658,63.50057362,11.27102969,10.15322317,12.51189974,0.295239371,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.38199112,0.299340197,0.202655994
125,AY106592,257.82,6.103709891,0.047271158,4.608534748,0.099831913,7.831005338,0.097968562,59.59791123,59.12651957,60.06930289,11.93989352,11.0791471,12.86751192,63.18015666,62.53269178,63.82762153,11.60788864,10.44238257,12.90348038,0.296691281,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.202655994
126,fad8,259.04,6.200602665,0.04503563,4.57776407,0.101379738,7.905438557,0.095104166,59.83948864,59.34561195,60.33336533,12.43077194,11.51034501,13.42480098,62.4584323,61.82792727,63.08893734,12.27538862,11.11301198,13.55934521,0.296691281,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.476009808
127,gpm121,259.55,6.100269991,0.047352532,4.749203485,0.09305154,7.946715444,0.093549693,60.29876161,59.77947765,60.81804557,9.752162552,8.920740947,10.66107345,63.91256831,63.29448763,64.53064899,8.850095762,7.862005421,9.962368479,0.296691281,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
128,AY110640,262.74,3.749086848,0.153425001,1.815824104,0.403365552,5.155094022,0.271750847,59.88244275,59.36966569,60.3952198,11.5759178,10.66325959,12.56668956,62.63104839,62.0566585,63.20543827,11.29773404,10.28030739,12.41585388,0.296691281,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
129,gpm357,266.43,2.456021754,0.292874562,1.667511628,0.434414638,4.247122502,0.373593312,60.31902985,59.78461872,60.85344099,10.50716921,9.580324078,11.52368165,64.16768293,63.50247579,64.83289006,10.24868008,9.107507667,11.53284161,0.296691281,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
130,gpm101a,267.73,3.124162451,0.209699186,2.627906147,0.268755543,5.150223773,0.272227977,60.46290801,59.96619912,60.9596169,10.4054838,9.566538494,11.3180011,63.83819629,63.20837825,64.46801433,9.911558761,8.857850822,11.09061318,0.296691281,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
131,IDP3865,268.94,6.168602083,0.045762009,4.461708028,0.107436639,7.756196151,0.100928527,59.74198047,59.24931851,60.23464244,13.06170859,12.1184718,14.07836187,62.60336539,61.96773565,63.23899512,12.83715366,11.63410253,14.16460905,0.296821765,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
132,umc13,268.95,6.168592006,0.045762239,4.461698124,0.107437171,7.75617837,0.10092924,59.79652997,59.27943027,60.31362966,12.75109783,11.77014052,13.81381093,62.33502538,61.6798223,62.99022846,12.73668922,11.50682097,14.09800785,0.296691281,0.301662704,FALSE,,0.299251357,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
133,gpm567,270.13,6.130292117,0.046647028,4.435913358,0.108831259,7.702407473,0.103108147,60.28462709,59.77482864,60.79442554,11.31891511,10.42138995,12.29373816,64.45066667,63.83266171,65.06867163,10.41719702,9.338133996,11.62095059,0.296691281,0.301662704,FALSE,,0.299251357,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
134,asg35b,272.25,5.495397485,0.064075145,4.446547136,0.108254151,7.060454076,0.132727785,60.05208333,59.58010176,60.5240649,10.28200445,9.495336586,11.13384602,63.73235294,63.03306585,64.43164003,10.14954383,9.005209454,11.43929416,0.296691281,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
135,gpm63b,273.2,5.003051305,0.081959861,5.011971582,0.081595123,7.198998521,0.125738388,61.00917431,60.50842906,61.50991957,5.807875684,5.185704526,6.504693778,63.64745763,62.92987165,64.3650436,5.656471839,4.778322497,6.696005487,0.296691281,0.301662704,FALSE,,0.298514636,0.431199908,0.298942898,0.53670877,0.299340197,0.622646398
